X	Y	Z
22513.266	9535.058	142.206
23144.08	17162.246	67.262
23139.158	18852.049	36.365
23907.654	18981.697	16.222
24277.773	10588.647	306.236
25076.111	13168.098	59.129
25367.518	22893.236	47.121
26365.316	15616.662	-41.981
26811.914	22030.176	250.466
28921.598	18886.762	76.456
5252.879	14118.121	147.639
5588.072	20234.27	534.219
6796.646	21854.406	116.089
7190.466	20628.947	-32.149
7959.439	2304.664	59.516
8460.686	8699.428	109.609
9266.854	25184.402	44.699
11586.995	17282.6	0.988
12843.555	3074.096	63.186
13594.276	22343.549	61.802
14747.856	6079.239	43.8
15688.577	8451.965	39.668
16119.282	20052.523	97.489
16772.777	5830.115	221.617
17299.834	13364.812	60.98
17807.959	10769.723	82.551
17969.244	22184.643	23.995
18551.428	10434.174	119.503
18984.908	26783.625	53.955
19413.279	20290.742	41.305
19633.148	18990.076	-4.709
19644.256	13692.2	-6.77
19823.139	15806.615	36.982
20481.08	8089.65	11.287
20421.553	22035.455	186.706
21203.242	8213.792	10.562
22225.092	12713.026	143.972
22266.729	22405.918	9.882
22517.707	9535	96.603
22905.871	10738.934	698.154
23081.936	1024.646	126.871
24083.227	20424.723	137.893
24697.113	14427.689	57.518
27130.059	15906.644	98.949
27861.32	17105.76	10.497
6127.886	20457.57	12.729
6839.705	12171.852	-48.224
7237.805	20636.348	66.613
8465.249	18420.018	28.559
8620.246	24693.262	184.94
9479.371	17039.506	16.5
9948.954	12588.459	60.18
10187.61	13899.214	68.502
10731.043	16456.559	144.693
11044.702	18936.553	20.122
12122.348	7001.22	-10.861
12449.352	14525.992	97.836
12727.153	8953.06	123.171
12852.415	3067.795	141.286
12843.672	17250.467	111.528
13093.67	26731.834	53.366
14080.589	26988.576	-4.03
14923.19	7067.18	44.139
15279.243	8896.293	60.467
15975.035	16204.444	24.007
16345.921	9599.239	23.88
16570.203	22001.465	83.894
17728.307	20098.967	52.262
18852.748	27665.096	-11.298
20228.426	18144.766	81.724
20401.914	13705.651	68.984
20566.223	22572.621	45.697
22083.336	9284.503	90.16
23419.627	22887.459	214.168
23999.441	13172.255	82.455
24082.918	20412.445	54.179
25320.785	22934.898	54.777
27767.881	22700.908	-30.699
4276.494	17904.943	-29.801
4832.101	15314.458	-16.456
4922.218	17645.217	-1.993
5314.967	3512.176	39.379
6485.26	10071.524	-13.584
7656.456	13294.218	179.1
8149.963	12777.305	74.976
8485.579	18400.752	29.762
8434.486	23696.816	-11.178
9422.544	2386.971	4.663
9847.823	4465.272	61.738
9983.88	5298.695	11.165
10747.014	9430.113	6.976
11324.31	5433.029	19.465
11510.696	19630.807	49.176
12589.052	4469.436	-4.588
12839.536	3094.581	489.151
12868.859	20159.299	475.392
13110.417	26684.828	35.849
13003.353	19472.754	174.906
14723.426	16084.215	-1.36
15219.241	4125.408	85.33
15287.192	8898.381	416.372
16218.107	23864.652	120.476
16893.758	5683.587	188.443
17430.984	5096.292	47.843
17854.652	10855.145	18.693
18722.686	21892.801	26.489
18992.236	7974.289	49.652
19105.748	19587.648	-26.346
19724.432	15775.628	77.192
20211.498	18160.564	26.414
20983.99	16853.406	75.751
25190.354	21806.506	90.827
27198.941	16010.418	45.147
27460.293	19348.461	-47.694
27467.109	20393.693	39.542
27761.893	22707.881	-4.928
28729.133	19961.316	-1.783
29637.18	21840.648	-5.412
4108.472	9597.884	164.017
4835.015	15320.405	-45.186
6610.414	6432.42	22.095
8133.75	4069.255	23.19
9427.578	2380.84	24.197
9407.719	25268.514	12.625
9536.631	17743.43	-49.033
9698.94	3203.131	76.048
10146.511	10711.203	5.217
10745.674	9448.921	-1.72
10729.726	21150.307	530.745
11189.979	24632.547	-8.447
11845.807	20302.793	571.153
12421.968	6295.224	237.746
12830.889	22926.082	65.644
13303.104	3969.36	250.921
13704.173	26352.816	67.362
14897.806	17756.312	72.603
15216.983	4127.43	126.809
16056.574	23742.152	43.199
16388.752	16722.057	82.093
16618.611	21940.078	67.364
17676.186	25695.318	35.392
18727.451	21887.113	-16.331
19027.652	19567.904	48.577
19114.893	10206.968	139.007
19457.66	18423.846	-30.847
19524.139	17233.982	96.708
19634.99	23935.379	-40.233
19809.412	15828.74	6.457
19992.783	8031.352	115.339
20203.051	26001.955	80.903
21518.102	10020.082	80.754
21435.068	15229.648	119.002
21956.836	17554.176	116.649
22697.252	10448.476	-13.965
23332.783	11439.528	68.977
23355.049	22895.889	128.622
23849.209	19033.289	72.628
24794.156	14112.401	286.29
25390.934	19933.094	-34.224
25933.586	19410.9	37.213
26258.602	21834.955	140.037
26646.453	20398.975	45.818
27074.713	15922.241	65.171
27256.256	23342.258	-37.571
27418	21120.254	78.228
27695.287	20259.002	-18.048
28748.273	19958.195	64.186
4117.791	9594.646	-24.414
5276.628	14114.212	94.596
6612.075	6455.577	48.57
6931.906	21941.395	57.936
7082.583	3843.493	3.357
8097.793	5414.132	90.907
8238.813	18885.605	-14.44
8527.418	22761.496	-35.577
8923.744	7442.279	-2.093
9205.191	25164.082	132.453
9543.912	17694.447	-22.945
9699.074	3182.559	7.472
10407.335	25791.082	317.568
11443.951	10613.19	13.908
11968.688	2648.525	66.602
12506.624	9961.716	142.791
12839.258	22906.545	51.368
12913.529	17167.217	192.906
14581.227	9855.33	77.037
14656.058	27120.979	632.296
16209.693	18189.895	91.636
16564.844	21938.602	86.366
16610.004	10181.764	77.749
17301.816	9399.805	-1.626
17781.74	20042.809	92.079
18374.258	14427.084	237.272
19011.061	19565.75	126.026
20347.244	13669.512	28.708
20305.967	21491.695	-47.263
20409.32	10638.254	132.793
21573.182	11582.027	173.71
23177.494	17057.098	74.512
23397.598	11461.91	31.762
25150.166	6983.606	77.861
25254.289	13058.753	51.832
25212.135	25442.422	128.468
27709.436	20324.203	48.372
4936.863	17730.072	33.691
5765.093	14577.824	435.348
7185.324	3088.395	54.389
7794.524	20387.34	57.484
8259.493	18883.078	0.978
8844.748	12860.622	62.191
9567.519	17688.336	-37.579
11110.406	9237.597	77.29
12170.791	7045.298	80.461
12822.593	2632.232	67.576
12760.532	21099.049	139.638
13568.468	26643.977	43.228
14065.586	9725.692	33.096
14317.781	3783.044	68.298
14970.187	7096.718	71.098
15718.847	10447.107	70.972
17180.68	23368.398	78.793
17596.213	16391.686	-34.977
18836.502	21938.479	16.368
18730.969	25850.275	-21.101
19129.094	19555.334	38.07
19627.814	27593.932	40.006
19940.09	16906.176	119.772
20098.879	7332.499	149.168
20332.066	21506.006	22.041
20782.332	9619.697	98.017
22381.191	11673.764	58.478
22412.234	16077.561	84.619
23936.436	13113.716	24.4
25153.051	6954.42	-31.631
25396.877	12495.828	85.219
25217.143	25834.676	-42.436
25793.473	24440.1	209.359
27784.711	20138.889	5.337
5278.385	17654.723	99.506
5727.616	14544.317	35.556
6317.292	10791.602	-9.534
6946.42	4086.044	36.448
7893.017	19548.068	-35.843
8670.452	22399.234	36.902
9479.882	17029.615	57.616
9496.296	19187.127	65.385
9487.559	22482.047	6.636
11382.462	17171.514	112.757
11936.029	14408.925	95.609
13577.141	26655.67	40.949
14026.689	9784.139	-42.79
14193.443	8603.192	65.957
14149.402	20408.641	219.057
15219.939	24535.562	-2.37
15276.154	22102.633	1.233
15859.08	26234.457	0.879
16221.022	16366.14	15.935
16582.725	10075.675	102.649
16784.701	13722.415	-19.909
17258.078	5153.463	47.991
18731.92	25860.02	37.747
18722.926	21869.615	20.424
19109.137	19557.449	-30.933
19115.861	15550.347	11.573
19612.1	6809.119	9.383
19743.531	22730.537	50.125
20553.531	16637.186	-37.083
21063.84	19994.131	76.148
21230.791	26435.754	153.479
21263.158	15862.888	194.01
21931.166	13621.967	19.693
21864.883	24659.018	0.61
22129.59	17101.488	77.311
22429.551	18228.195	217.164
23436.533	13212.985	-22.432
24128.43	13371.663	13.879
25349.26	23964.703	-34.849
27371.41	21155.088	7.153
27592.502	17200.977	52.736
27787.779	20154.51	-21.699
29334.848	22240.955	142.761
4686.305	14687.507	76.344
5682.112	22208.486	8.752
8807.175	9316.435	43.29
9153.494	11656.989	-49.821
9211.186	16376.49	76.797
9533.581	22387.898	24.117
10211.255	3318.127	31.83
10549.019	13061.172	44.835
11250.739	19806.736	97.528
12058.087	7043.56	-39.429
12018.876	22625.119	366.058
12082.81	25208.725	40.676
12627.939	17620.986	145.291
13364.372	7695.208	114.082
15720.949	21289.115	68.098
16665.102	10107.275	-15.691
17282.488	5069.317	80.981
17733.434	16704.316	70.405
18726.414	23160.293	2.365
19603.26	11751.898	282.051
19652.123	10781.484	132.03
20365.789	12181.172	-4.099
20526.977	7813.328	73.834
21430.307	15704.206	167.774
22975.129	18284.57	0.406
23062.863	23035.918	80.764
23434.689	13204.729	76.829
23478.879	20824.119	46.689
23616.666	16174.673	57.752
24069.971	13161.603	77.669
25179.564	12169.829	-25.119
26455.674	14420.116	96.694
26401.66	15729.98	148.85
27426.586	20485.639	-25.65
27595.408	17180.373	68.091
3984.532	15512.156	13.524
5536.312	20132.057	-21.656
6226.184	10836.713	22.721
6809.772	12216.465	-15.075
7125.703	3915.672	34.699
7339.518	14853.495	53.36
7704.153	20319.52	13.37
8080.252	5350.719	47.41
8821.502	9327.849	50.889
9266.576	24372.645	61.587
10199.293	3339.294	94.992
10638.053	16673.645	30.175
11634.514	8595.018	84.096
14083.709	26994.311	49.303
14203.093	9118.317	49.848
16011.819	5854.452	55.835
16017.702	23784.199	186.706
17978.973	16538.924	94.977
17946.799	20485.111	217.418
19618.078	13821.562	115.019
19459.83	20283.52	133.978
20364.078	10704.61	171.225
21135.975	26729.684	4.65
21692.67	13225.292	-42.737
22163.582	17069.908	-24.113
22975.605	18313.768	21.624
23476.453	20804.057	228.967
23824.582	17427.643	-46.377
24351.357	25999.895	18.758
24592.732	22341.191	49.123
24689.119	23285.088	37.041
25147.449	12177.979	128.306
25544.115	21070.09	28.877
26460.721	14388.435	100.686
26775.436	21971.533	-10.048
26841.826	23282.504	-43.509
27260.148	14673.781	85.628
28208.148	17629.895	-3.757
4074.236	15483.922	60.149
5850.344	21234.174	48.004
5943.965	7692.773	47.999
7030.185	6044.605	34.724
7794.93	16581.117	-4.667
8088.891	5174.813	86.112
9052.423	3936.672	21.644
9823.072	13702.441	75.424
9982.677	6903.877	55.608
10428.425	4644.536	76.981
10378.003	8455.386	23.965
10492.458	13001.874	7.649
10538.701	18137.559	148.856
12375.766	14581.152	161.038
13030.666	9469.667	29.899
14945.21	25589.822	6.897
15013.788	5506.923	-23.307
15044.954	21645.135	68.807
15232.387	17212.924	304.075
15408.352	18886.695	-21.102
15743.442	8557.877	43.589
16050.651	23768.631	41.774
16111.682	20054.477	86.814
17071.52	8610.205	-48.392
17922.188	26918.791	90.348
18024.354	15757.855	70.158
18192.742	19902.602	57.457
18642.482	10412.593	68.154
20255.543	18318.051	65.98
20554.207	14756.217	88.858
20699.156	6798.98	29.801
21259.605	26361.697	29.092
22143.791	15823.774	60.976
22971.619	18347.068	8.421
23103.604	1008.581	8.112
23194.379	10006.774	255.474
23768.521	14329.741	-20.786
24351.586	26012.525	54.061
25106.809	17189.965	-17.785
25673.012	21046.766	64.702
25556.812	25185.828	88.887
27276.777	14675.294	141.363
27986.67	18481.74	-23.057
28212.396	17628.645	50.559
6571.108	3809.868	30.678
6449.865	18806.828	321.831
6763.952	14549.902	36.729
6815.352	4900.068	68.785
7807.094	16559.711	-10.987
7948.32	23275.967	74.824
9093.491	20073.377	-23.33
10243.231	5616.478	28.739
11600.453	17375.729	103.953
11725.854	26724.842	-24.966
12359.446	14572.937	200.674
12550.479	3787.735	80.026
12754.144	21208.559	75.202
15137.189	24524.801	17.029
15428.436	18870.248	10.899
16109.572	20062.732	128.142
17551.539	25745.305	-36.857
17617.604	16478.531	29.962
17724.684	8186.951	76.225
18122.213	19912.938	40.529
18219.721	21421.389	41.629
18772.055	8704.365	228.787
18785.652	13384.329	298.181
19136.846	23305.277	3.179
19107.84	19584.021	93.701
20780.111	6827.327	55.418
20826.939	6046.025	-35.336
21342.568	15062.681	5.462
21185.598	20645.217	332.65
22128.234	13349.777	32.21
23080.389	1028.364	347.25
24159.289	11605.074	14.422
24351.826	26014.516	137.589
24528.662	22306.398	141.013
25700.551	25220.742	143.538
25815.906	20986.195	1.411
26234.775	18317.65	65.384
6544.63	10447.023	7.849
6776.718	14550.596	34.384
7105.812	3052.809	0.119
7683.591	5789.6	94.619
8156.965	4057.491	97.405
8160.234	5213.825	49.715
8719.336	10643.171	65.064
8964.24	3293.992	54.225
10312.517	19334.42	79.967
10775.538	4368.309	57.751
10938.146	15684.452	199.735
11700.199	26720.439	-19.241
11932.392	19891.531	277.496
12966.537	21009.369	62.719
13633.546	17130.635	32.182
15040.885	21654.357	68.901
15705.629	8498.015	78.328
16015.712	5833.463	35.43
16215.12	6763.157	105.256
16236.494	23799.346	117.114
16665.297	10203.456	-14.787
17084.389	8709.654	8.276
17620.25	16460.393	9.27
17729.486	8180.45	66.653
17726.057	22094.633	94.051
18024.67	11887.973	382.64
17994.121	26916.158	51.995
19250.676	18961.703	-28.596
19670.336	22823.971	-14.216
20208.236	25886.168	70.506
21484.438	20195.053	101.11
22625.754	18723.018	171.785
23327.705	9975.469	59.179
24006.434	12830.291	133.647
24667.686	11102.721	275.398
24728.604	14382.992	120.224
24814.93	16446.051	114.232
25150.738	25900.645	-9.149
25183.51	21809.355	168.955
26266.578	18361.02	125.383
27259.955	15630.404	148.62
5895.38	11884.028	39.801
6610.145	4539.115	-18.255
6826.07	12237.993	-21.03
6978.194	9161.445	-25.179
7217.615	12841.06	106.899
7683.241	5770.263	35.603
7969.009	5037.95	18.648
8524.36	23290.807	54.132
8882.367	15699.45	109.19
9189.39	1852.557	35.837
10273.917	19328.344	36.484
10421.388	7635.577	43.888
10783.919	4354.794	45.253
12132.55	19290.566	75.47
12521.42	4388.978	16.029
12844.943	3091.979	359.412
13031.679	26803.773	4.45
12994.038	20944.113	359.926
14293.374	11006.833	109.291
14421.756	22210.936	41.28
16315.569	16408.754	81.409
17195.258	23202.816	104.519
17624.225	8823.191	69.952
17922.141	7225.525	92.855
18848.301	12795.65	15.658
19455.383	17315.191	181.414
20644.193	27045.277	8.948
21061.209	11927.916	307.83
21396.002	15280.363	66.917
21308.17	16593.068	168.759
21793.729	9532.189	67.783
21968.65	13200.55	71.771
22159.053	22944.205	40.106
23387.977	10060.066	13.413
23403.721	16934.615	239.421
25511.525	12518.243	6.102
28080.154	20407.299	68.112
28675.895	20092.453	45.622
6026.271	20298.73	46.932
6626.264	10337.639	24.176
6996.963	16582.732	26.672
7233.578	15024.994	80.199
7254.728	12828.705	59.826
7968.868	5072.191	295.293
8526.977	23313.891	87.89
8929.536	3295.978	202.634
9423.779	17735.336	57.61
10805.331	4445.771	32.962
11853.446	18352.426	38.769
13384.883	3201.282	25.133
13638.922	4556.02	33.27
14213.04	8923.503	72.895
14452.546	17878.674	77.644
14702.568	6871.409	29.77
15128.035	17755.547	13.037
15495.286	10389.976	3.375
16102.687	20060.1	49.996
16639.91	8584.743	116.155
16805.686	6948.491	-19.595
16793.471	25346.164	91.619
17904.391	16274.458	18.97
18189.08	14573.739	31.332
19550.238	25986.857	23.653
20387.418	18090.729	39.716
20381.811	22003.939	38.062
20649.055	27040.418	14.575
20811.854	6125.972	183.565
21569.879	9904.061	145.554
21943.744	13192.756	19.575
22568.262	14226.515	117.571
23148.158	26764.508	65.695
23635.611	17375.641	-34.56
25919.605	23219.195	40.635
26297.23	18436.182	6.089
26605.375	13340.848	14.918
27658.23	17156.047	42.46
4133.64	15438.966	129.275
4300.657	17202.633	22.968
5204.452	17780.131	50.786
5594.57	20274.639	5.917
6574.762	6674.377	-13.242
6675.092	3883.108	37.915
6618.306	10350.535	129.522
7242.684	15021.97	137.096
7317.179	16012.808	-30.006
7847.909	5170.348	324.797
9036.546	3524.467	36.894
9212.646	25061.438	148.124
9429.271	17742.027	44.586
10561.471	18007.891	93.868
11379.064	11802.723	36.678
12046.733	22640.088	415.095
13734.071	23248.236	112.049
14002.703	5654.298	106.102
15078.232	22031.562	50.258
16117.258	20076.672	89.448
16820.225	20273.434	71.694
17638.01	20048.328	102.016
18728.434	28412.082	48.073
19398.691	8241.747	120.935
20350.137	12248.875	36.626
21028.199	9306.778	42.504
21815.445	19797.83	253.763
22114.312	17088.053	54.634
22569.822	14218.226	75.018
22996.889	26113.422	44.783
24113.871	13340.884	49.344
24699.998	14292.416	19.29
25911.871	24531.057	72.061
26362.166	15801.795	237.728
27607.43	20305.26	36.039
4295.109	17207.02	36.728
5963.219	7614.939	69.853
7850.97	5188.033	140.675
9377.769	25297.715	56.247
9957.55	15304.292	121.664
10563.584	14769.788	70.393
11115.265	4567.254	33.984
11658.254	8617.784	187.971
12795.915	8449.548	-11.918
13739.658	26882.676	120.149
15721.807	10423.67	42.805
15798.495	5467.852	201.362
15839.184	26378.32	36.354
16414.064	27292.396	65.139
16817.396	16579.738	18.731
17429.1	8528.306	40.155
17966.385	20442.557	-22.401
17990.578	16563.674	108.291
18809.51	23106.492	28.152
19390.635	8250.497	251.101
21000.504	9282.197	108.798
21153.922	8306.419	71.937
21249.486	15855.294	110.626
21532.229	11451.752	64.289
22428.314	11692.313	164.282
22509.383	16131.32	55.773
22606.746	17317.605	44.14
23702.033	14391	69.526
25163.182	21785.768	-41.555
26466.576	14538.508	26.463
26590.859	19001.721	445.895
27786.434	22844.531	171.859
5504.459	19911.434	-37.839
6799.893	15948.306	30.014
7069.296	14776.095	-0.309
7849.56	15299.829	50.983
8036.657	5323.017	87.722
8862.82	7458.932	168.849
9206.127	16494.803	28.336
9412.646	20161.295	133.448
10441.541	25709.299	60.281
10572.551	14757.143	45.338
11167.276	4454.264	61.132
11353.499	17200.301	125.847
12123.541	25138.598	72.743
12899.284	5532.121	-28.968
13523.598	21130.32	17.694
14022.626	5735.444	11.441
15455.765	8818.397	194.838
16170.54	5419.54	-0.316
16479.771	23829.076	-4.891
16832.48	14269.409	93.306
16765.305	25406.676	77.704
16866.352	6799.337	-38.464
18806.48	19228.738	70.516
18986.746	26807.672	-46.748
19475.551	25941.035	14.508
19780.932	6936.666	67.588
20455.5	26730.49	-19.678
21020.209	7501.953	238.284
21541.037	11463.206	63.717
22896.578	18040.303	-33.475
23035.488	1034.199	251.977
23093.949	17055.094	154.974
23606.766	15681.734	81.563
23916.359	19077.117	76.287
24685.908	14453.92	18.706
25195.082	25924.104	-0.137
27366.75	22085.363	-30.061
4696.443	11796.824	172.008
5674.042	22214.168	40.889
6041.396	10094.511	15.04
6616.165	20731.127	25.162
6887.596	9882.766	-13.386
7086.715	6091.933	-3.289
7559.572	13385.119	203.748
7809.975	23281.852	31.019
8964.479	21017.543	99.414
9581.016	18746.533	39.165
10370.7	6119.526	178.841
10549.655	25591.6	11.587
11736.407	17413.73	52.033
12093.242	24845.236	-44.108
12712.044	23129.373	169.785
14025.697	5720.54	162.323
14997.659	19135.242	46.412
14951.295	25629.232	19.433
15085.224	21590.604	-1.164
15682.51	16831.652	60.209
16829.051	14268.201	121.782
17827.539	10795.066	348.528
18169.312	26814.174	253.784
18510.635	6833.083	126.952
18515.529	7949.84	351.716
19225.836	17715.826	146.412
20703.393	7027.123	159.893
20908.727	12964.831	7.232
20839.354	25350.818	109.655
21852.135	25904.525	57.015
22285.918	12718.737	59.699
22602.891	9765.407	295.141
23593.037	15718.195	113.285
24136.326	20402.197	7.648
24696.348	14471.878	25.612
26401.303	24293.582	142.167
27706.318	20466.557	35.819
4897.549	14965.67	105.164
7413.648	11322.415	109.494
8312.911	21627.787	7.577
8567.443	22555.695	-2.808
8540.373	4125.172	82.002
8674.209	5739.373	17.371
8951.352	21040.951	56.058
9122.202	8231.77	-34.983
9498.263	10390.725	2.999
10203.341	13793.214	31.353
10451.466	8608.245	-3.355
10776.887	16353.515	70.288
11121.819	10469.007	141.314
13982.455	7816.169	29.395
14522.536	15551.76	23.783
14897.636	17807.775	7.774
15807.012	5492.524	191.379
16095.766	20084.137	108.899
16649.482	6798.934	-31.498
17634.104	27063.289	52.773
21427.072	25988.863	124.504
21584.135	20271.074	39.119
22226.482	12702.189	77.764
22572.211	9800.803	248.79
22819.906	23166.543	34.518
22760.004	25149.418	111.747
23340.893	11451.473	129.29
23639.629	20909.598	126.324
25323.285	20804.311	24.901
26422.373	24322.049	76.994
27665.934	20485.359	-4.547
5128.756	14123.517	88.807
5717.507	3443.068	82.858
5775.182	18747.58	-23.844
6891.828	21316.705	1.113
6960.169	15719.974	37.773
6972.689	19417.254	85.831
7221.403	15026.192	18.679
7223.015	20647.758	103.121
8433.339	22504.393	-4.768
8575.752	23294.98	44.642
10190.955	7359.946	27.373
10587.949	17980.521	42.98
10781.521	16338.456	5.483
11591.465	17349.449	-3.912
11984.982	2941.782	20.459
12180.465	19260.033	-38.574
14965.313	23415.883	87.89
16099.654	20068.184	15.118
16651.166	4839.318	106.037
16691.289	22098.232	-13.115
16948.062	18808.826	85.836
17510.434	21249.943	59.097
18000.746	26971.143	-8.149
18850.174	23113.326	55.464
19660.162	6836.159	20.03
19769.348	26086.854	40.646
19927.396	22330.588	93.016
20673.273	11909.527	47.857
21079.422	20045.207	262.518
21322.127	16599.979	194.217
21432.461	25994.463	243.039
22197.492	25119.596	42.176
23408.174	13209.563	90.312
24137.814	11589.063	94.774
24142.826	13238.21	18.247
24375.412	23883.488	32.143
24405.98	18031.871	89.06
25180.168	21768.707	-18.813
26155.705	11315.241	38.953
26413.35	14342.008	154.697
27075.01	16059.979	119.923
27683.293	20469.555	122.865
4006.973	11603.514	58.902
5183.009	14219.758	74.82
5426.068	10825.004	133.451
5784.667	18722.533	-41.46
7110.178	14868.028	-31.094
7100.445	19424.799	135.782
7899.318	4907.241	166.528
8406.429	22479.002	13.159
9790.03	20954.584	-43.284
10004.312	7028.059	41.814
10587.515	2196.887	15.739
10630.527	17961.879	208.548
11291.265	7726.02	-3.07
11559.063	23148.881	113.176
12475.416	9818.041	158.596
12562.364	23628.371	6.606
12900.642	5783.408	57.902
13191.765	22304.158	60.699
13385.021	16380.098	85.272
13854.456	26339.891	41.138
14069.66	24350.744	156.937
15042.235	17775.014	-28.674
14971.982	23432.568	105.969
17513.289	21250.152	73.946
17756.893	20113.477	11.115
17926.727	7279.012	43.559
17924.957	26593.969	281.542
18517.424	18218.102	38.375
18756.031	8530.7	318.084
18850.777	17305.906	183.779
19338.17	18950.451	139.619
19813.721	10741.743	0.362
20066.553	22514.902	20.394
20254.518	8439.67	27.218
21249.754	15882.247	305.903
21380.215	25977.371	116.908
21508.838	11498.014	114.394
22183.469	17118.891	-9.714
22491.195	11813.417	45.123
25887.258	24541.148	241.297
26273.549	19905.041	47.451
27733.625	20212.766	-9.552
4880.638	14770.793	70.641
5522.619	17807.6	105.989
6845.488	21220.07	48.825
7066.854	4074.941	-17.058
8301.081	21644.496	62.603
8953.143	3621.972	79.026
10055.075	15316.417	-33.899
10549.909	12890.226	118.941
10537.451	25586.629	-29.552
12053.062	7058.416	-23.544
12086.147	25233.488	4.818
12696.329	20844.189	155.349
12794.765	12550.55	282.749
15494.824	22790.23	-7.984
15552.115	24988.4	39.301
16740.469	15684.363	21.851
17408.93	6026.788	82.066
17691.666	16741.773	-34.972
17952.191	7527.203	134.852
18560.059	18871.312	62.553
19462.227	9744.894	37.126
20277.174	10483.27	35.692
20276.859	26029.725	48.49
20409.389	21995.914	-5.202
21513.617	11493.279	30.146
22733.072	11950.648	81.436
23168.984	26737.184	-34.718
23820.184	26086.805	3.527
24010.164	21031.43	27.915
25174.779	21784.279	-42.681
25222.73	25515.443	25.243
25303.127	23939.207	5.47
27732.6	20217.994	1.693
28729.977	20002.453	-15.43
4902.377	17693.193	97.474
6658.755	10384.36	52.693
7264.559	11276.294	90.984
7499.836	1327.573	437.884
8004.425	4985.885	87.031
8889.085	12827.539	101.381
9240.502	16412.602	388.046
10911.404	19042.277	5.852
12880.074	23007.613	-17.708
14198.498	15646.023	112.616
14564.324	11262.162	-2.219
15098.547	7037.799	25.796
15329.775	4391.213	15.986
16044.366	23765.275	9.209
17207.842	5158.361	52.645
17264.68	9434.972	29.811
17722.645	16715.086	-31.053
18963.125	23829.531	-15.605
19663.072	20126.332	7.08
19662.09	27336.377	249.584
21268.035	15855.462	106.937
22774.369	11951.452	66.524
22759.488	25268.289	83.347
23200.625	26752.08	40.392
23807.799	26086.035	63.557
23997.963	21048.057	28.936
25251.48	23951.193	33.269
25347.1	16103.532	225.003
25358.76	19826.889	53.186
26384.195	19617.818	83.101
5177.975	14193.549	64.553
6056.941	18360.732	-27.557
6749.845	4968.285	37.258
6818.83	6613.688	84.409
6910.542	21163.746	98.87
7289.966	11275.512	37.323
7911.699	16614.824	58.888
8238.854	18981.787	-28.641
8673.174	10772.78	48.227
10579.977	1282.697	550.347
12576.967	25777.379	8.909
12884.234	5828.335	93.254
13672.893	23167.008	-24.473
14573.852	11262.089	-1.909
17107.162	9172.269	200.316
17578.992	16502.441	95.4
17890.215	7214.422	266.267
18749.611	8680.745	770.472
19466.873	6883.738	-14.322
19901.162	10096.794	50.706
20368.131	21942.049	-34.418
20710.576	7043.71	-35.163
21263.314	15866.043	9.065
21234.092	20743.783	46.189
21250.152	26349.676	113.726
21513.078	7328.09	-27.239
21828.184	24743.436	61.904
22256.432	18044.918	37.408
22823.781	13055.467	157.444
22935.842	23018.17	168.771
23646.639	17384.342	116.8
24558.314	21279.824	70.783
24438.455	22342.352	175.379
24461.268	26017.254	-27.275
24963.875	15080.219	110.126
25240.424	24039.189	109.594
25566.141	25051.896	123.913
6171.845	20030.527	14.893
6862.974	21221.939	5.962
6991.87	22060.195	177.24
7448.565	11235.948	3.192
7711.321	22826.283	-32.814
8635.731	10787.727	127.953
9482.656	3208.815	33.223
11162.088	9236.497	-7.973
12142.557	7111.951	1.082
12232.497	7908.668	74.956
12357.039	14635.129	44.769
13988.934	5650.98	-15.822
13915.216	9788.557	127.182
14027.983	26831.875	-48.427
14729.897	7136.44	95.028
15609.698	21065.393	64.985
15759.52	8541.595	149.801
17385.709	6002.99	872.009
17965.531	20432.555	-16.196
18938.402	8014.055	112.779
19475.471	22698.842	14.303
21226.197	16567.891	279.681
23380.232	16954.535	245.887
23761.883	24542.221	21.011
23993.145	13137.954	194.405
24045.592	11544.432	159.923
24563.982	21253.98	46.045
24845.08	14046.584	59.102
25417.471	25064.666	181.844
6120.359	13904.031	54.832
6769.894	12247.208	56.078
7490.138	18125.801	30.784
7836.083	4934.794	184.795
8318.22	2605.916	-12.885
8897.151	15687.559	14.994
9365.148	5195.625	21.432
9906.497	21281.916	22.898
10478.976	19983.688	109.891
10753.854	21152.938	36.978
11032.034	9397.217	200.097
11870.93	9937.488	74.623
11954.488	17924.428	-44.162
12039.397	2621.451	135.06
12820.929	23070.207	-41.624
14069.05	26916.357	67.079
14694.836	16060.211	-20.123
17427.83	5138.256	30.703
17964.52	20444.824	-12.459
18264.207	10101.08	-4.427
18976.072	26733.186	-17.972
19546.781	22816.324	-29.379
19713.449	25897.281	72.775
20309.562	8295.678	-7.326
20632.354	7002.664	83.621
20481.562	12639.21	42.956
21675.932	17760.891	33.558
22223.029	11940.836	111.859
22662.371	8505.183	129.766
22550.98	9907.104	86.575
23534.521	14179.411	79.321
24574.508	21196.439	101.234
27791.035	17440.582	12.474
29412.885	21055.111	117.771
6631.939	4746.791	16.748
6806.316	8367.147	-12.015
6680.987	23335.682	49.2
6898.277	15789.972	48.138
6986.286	6054.669	3.643
7134.863	3067.34	74.155
7792.843	5214.595	88.042
8233.877	22796.463	91.211
8497.724	15234.821	66.884
8656.994	10874.662	62.207
9008.029	3648.759	40.871
10811.579	21174.828	179.32
11038.312	17769.041	113.818
11133.681	24626.439	14.969
12129.286	7734.28	-3.051
