X	Y	Z
12124.7	2960.339	86.459
12270.896	9806.003	62.257
14149.188	9050.762	75.859
14288.588	22492.512	454.667
16140.021	18212.67	128.603
16003.55	23847.117	89.874
16377.695	8048.09	257.68
16886.494	13756.181	-37.301
17288.053	9600.57	37.062
17900.193	16277.371	136.961
18324.318	24686.852	33.751
18356.598	21059.559	-13.707
18680.096	18306.285	37.252
18899.088	8010.867	198.342
18796.23	22763.287	-23.307
19032.473	15180.379	95.622
19231.67	23417.533	235.36
19475.34	18295.842	-42.567
20770.434	7676.706	214.599
21405.076	26346.285	92.597
22730.355	24453.547	142.694
23056.996	26105.562	-24.262
23081.303	1031.201	192.523
23300.572	11577.852	114.576
23417.588	13200.45	66.821
24382.098	23883.426	32.314
24705.631	22200.01	18.907
24866.428	25678.746	72.36
25498.426	15892.324	157.889
26307.561	23230.236	-38.463
27632.092	17189.549	-12.198
29946.381	21385.639	33.998
3226.025	10318.602	54.708
3995.336	5187.983	125.458
3963.86	23619.594	64.28
4968.587	4094.993	97.78
5093.948	18544.006	-43.441
5918.971	11835.801	89.509
7138.875	2982.016	107.967
7468.144	16498.752	198.453
8221.904	21703.924	-22.169
9508.646	2321.753	41.767
9542.136	19096.801	117.861
10117.81	16490.33	29.462
10247.333	19316.891	49.152
10563.604	25648.328	49.639
10699.856	20725.938	367.553
11397.394	11847.634	53.039
12198.25	19148.402	100.884
12303.422	7955.72	22.502
12333.546	14561.541	202.709
12552.331	25025.867	6.042
13126.189	19993.85	126.554
13950.268	25006.264	10.961
14937.058	23296.895	89.235
15554.896	24938.305	69.656
15925.763	16161.197	86.173
16718.381	4853.826	129.919
17369.852	12284.116	107.235
18036.625	16620.404	95.962
19230.287	15600.919	201.35
20323.645	8421.479	1.876
21538.758	25939.92	123.822
22736.404	24420.725	11.363
23042.139	26107.516	-8.034
23090.471	1022.847	16.149
23534.529	11441.147	48.334
23810.324	17387.014	152.189
25105.562	17337.48	53.036
25497.402	22355.496	-4.819
27729.375	16035.128	22.545
27941.955	20515.859	-8.718
4974.141	4106.071	352.861
5195.607	12423.031	-16.739
7521.432	20995.258	31.834
8395.002	8604.646	30.868
9061.548	8328.723	-11.036
9052.348	11334.658	6.163
9181.753	12540.163	142.928
10525.288	25694.396	65.858
10705.352	20741.912	131.689
11161.666	24726.566	60.172
11568.717	8925.239	183.626
12299.289	7965.63	28.625
12487.239	4887.879	57.092
13480.024	3951.605	133.377
14297.36	12419.529	136.59
14102.414	24338.754	206.989
15148.699	13981.277	49.312
16096.718	19016.963	111.076
17429.412	13908.721	23.292
17420.561	18964.771	109.411
17727.426	8311.638	42.976
17803.801	11205.449	270.569
17978.381	16547.221	22.971
18582.123	23251.619	-3.153
18929.311	10953.729	72.822
19228.635	18949.766	31.665
20840.641	6015.4	214.97
21531.672	25972.861	206.494
21814.354	13207.716	2.86
22633.631	18742.566	51.885
22743.381	24461.537	41.39
22873.225	25261.102	61.532
23076.482	26089.428	355.254
23757.633	24395.418	104.55
24437.736	26285.275	505.567
24913.904	22142.578	6.012
4290.639	10986.723	114.6
5177.311	12403.682	58.97
5192.646	17691.258	-36.693
6418.922	10111.066	1.094
7094.745	2966.599	-13.423
7030.862	8537.964	9.838
7181.017	16041.444	42.03
7890.875	5216.893	378.086
7843.212	19138.773	-6.414
8227.04	11805.419	9.936
8382.856	8612.697	98.856
9244.553	16366.171	52.376
10055.403	17312.105	82.945
10460.407	25791.971	118.597
10688.094	20737.207	249.378
11267.478	10600.288	-16.462
11569.3	8922.01	121.505
12254.944	19218.779	66.445
12154.618	24741.709	-27.784
12675.634	20939.1	156.321
13020.39	8340.556	3.086
13175.005	3359.654	46.703
13978.823	5656.462	131.462
14918.938	13155.751	41.555
15061.089	18985.309	92.945
15793.195	6302.148	127.482
15935.702	9362.614	79.544
16488.648	17267.721	309.799
17230.895	10748.93	37.866
17869.102	20882.359	-0.52
18839.002	14870.801	-3.187
18932.252	8152.401	139.57
18895.346	11049.277	12.704
19830.25	10098.341	2.322
20448.566	13665.557	59.981
20315.021	22011.387	83.998
22867.25	25241.859	96.435
23319.564	22791.832	17.157
23200.291	26754.732	58.919
23636.189	16048.892	30.289
26869.252	22062.668	102.209
27201.098	22672.627	113.406
31015.42	22330.338	203.368
4774.686	9252.199	30.481
5061.604	7635.835	119.694
6053.078	18666.836	-5.5
6110.075	21930.482	40.286
7036.444	16752.455	-22.957
7181.207	10607.828	262.427
8085.146	22652.393	28.715
8240.028	23516.34	17.98
10454.435	12262.844	100.239
10408.323	13383.528	224.355
10400.826	25861.506	110.827
10691.441	20723.613	236.342
10763.605	4412.599	60.612
11573.885	8930.952	238.64
11693.041	17374.521	243.626
12213.379	11326.274	29.925
12165.307	24763.811	-29.774
12364.146	14577.368	115.268
14036.767	5757.641	5.317
14402.559	3528.068	363.632
14805.938	17971.363	50.643
14933.32	23302.191	-23.754
14945.063	25422.592	28.478
16483.092	17268.422	308.526
16557.469	27222.426	99.488
17874.117	5061.892	90.157
18349.127	6330.615	507.9
18422.385	24634.209	2.14
18762.369	26838.354	108.784
18862.729	12781.026	-18.716
18822.678	14881.099	36.749
18791.527	22742.281	125.704
19601.035	10778.211	135.724
20372.012	25801.844	8.149
22376.291	22401.029	23.015
22308.395	25128.172	19.165
22468.219	16028.023	163.401
23326.445	22789.811	-8.199
24013.064	12824.746	61.988
24267.344	24121.162	84.095
24439.346	26065.846	143.519
24870.781	16368.774	-8.558
24961.021	15187.545	50.198
26325.871	19891.721	49.149
26543.129	24361.092	195.308
31022.123	22340.014	-38.443
5271.575	19950.049	324.931
7018.569	16763.684	-12.481
7318.311	3635.039	44.684
7572.377	13381.872	-6.414
7869.154	4926.969	114.104
8084.901	22647.459	30.943
8266.5	23493.188	36.666
8929.945	3241.388	345.179
8935.606	12720.74	20.76
9802.401	2885.961	67.324
9884.235	6209.146	-1.741
10116.353	9535.296	28.089
10405.702	25881.273	223.232
10805.742	8644.87	5.583
10767.419	4409.044	159.237
11679.429	17394.027	200.504
12153.645	7007.451	130.055
13962.476	5727.731	39.007
14234.532	24266.207	38.367
14955.726	25433.812	23.192
15690.787	21369.734	24.766
15862.025	5434.568	125.519
16484.031	17264.506	319.577
18413.66	24646.643	-28.92
18698.094	18306.754	187.001
18838.312	23121.709	-25.758
19297.328	13546.676	-20.145
19602.682	18941.521	-0.832
20818.879	6882.439	206.235
22436.057	11798.528	344.798
22514.5	14139.378	23.145
22600.42	9751.807	223.831
22823.016	25291.959	120.369
23323.777	22783.543	-24.075
23242.307	26688.359	1.759
23504.633	20784.354	18.776
23694.648	14454.051	-26.015
23737.084	24561.416	103.391
23931.387	19096.77	38.097
24950.529	15216.55	66.218
25450.258	19944.635	-10.919
26612.723	18998.092	-2.455
3224.927	10322.288	572.728
4074.295	15404.832	174.761
3980.999	23643.898	-36.032
5895.072	9061.327	21.387
5937.095	11901.546	134.009
6546.662	4979.569	-45.368
6776.046	6712.75	40.416
7001.639	16759.568	-1.225
7052.09	13627.867	49.581
8907.309	3233.46	86.812
8917.746	9319.828	50.186
9089.255	8255.605	32.196
9257.12	16341.73	51.165
9358.721	25205.381	115.739
10226.841	6797.747	14.075
10806.512	6255.838	56.011
10837.718	8656.43	-18.533
10780.761	21274.467	88.38
12491.377	23499.162	-17.086
12507.212	25772.033	-29.972
12637.676	4545.144	37.302
12508.417	11254.84	247.092
13131.958	11345.438	197.889
14338.079	22226.334	9.711
14617.873	9827.419	115.72
14976.289	25356.465	-7.699
15669.736	21332.082	34.522
15678.187	22698.576	23.234
16432.279	6868.473	59.166
16487.564	17263.039	413.477
17004.746	8206.486	71.654
17220.984	23234.027	29.389
17910.348	25022.242	0.885
18785.963	22763.861	-0.423
18797.234	13391.506	1.499
18908.277	15139.878	73.571
19001.102	19605.918	-4.29
19401.045	28671.822	22.491
20494.936	14238.605	144.792
20784.574	6944.205	96.485
22021.764	13316.628	18.144
22804.438	11871.813	-18.494
25380.898	22978.781	179.286
25802.303	13501.576	187.891
27598.371	20483.27	60.147
27983.869	18569.604	-2.568
29470.979	21116.764	71.655
30716.09	26872.084	93.235
3217.639	10331.996	34.644
4561.644	4735.597	61.587
5399.252	16618.072	90.543
5706.604	13920.468	30.303
5887.306	9072.039	43.391
6527.644	4963.648	7.785
6860.875	21221.887	13.976
6961.978	3924.775	1.798
7877.027	5106.008	471.543
7852.987	15252.467	15.41
8101.125	12760.862	24.577
8317.029	6704.2	100.54
8931.64	3662.303	127.768
9042.749	20984.508	-10.488
9473.827	2356.093	20.591
9476.772	20233.68	17.096
9830.562	13812.323	37.939
10066.51	6895.029	15.704
12904.919	13061.209	150.732
13073.141	26880.219	17.006
13969.151	7767.314	100.67
14344.681	22215.578	90.762
15256.064	8895.468	27.313
15676.57	22696.295	31.379
16403.262	9576.054	16.583
16489.105	17264.918	341.08
17162.9	6944.964	4.104
17745.988	8133.388	89.806
17987.385	4710.201	128.097
18644.932	6818.56	29.762
18740.221	8540.599	178.801
18806.506	13371.326	151.308
19202.998	23431.885	141.53
20761.105	6956.06	106.479
21225.443	27004.604	77.863
22603.818	9822.223	98.701
22504.74	16063.769	-36.207
23296.479	9988.241	60.281
23546.389	14379.835	49.797
23499.479	16098.475	-26.435
24065.887	17750.902	19.849
24977.607	15172.885	73.69
25304.33	15976.456	53.042
26312.904	23223.857	112.424
26547.631	12824.863	40.499
27986.33	18479.885	35.319
5402.059	16614.092	127.59
6642.904	7859.842	-2.193
6864.536	21235.326	28.894
7315.621	3475.484	7.894
7862.642	4924.712	166.387
8510.252	8596.249	86.534
9320.003	18870.287	10.745
9705.69	25613.936	23.589
9970.54	6094.679	26.657
10120.308	3255.57	142.592
10262.359	9325.148	23.806
10366.962	19123.25	151.886
10800.425	16492.766	-38.309
11649.87	8634.483	190.028
12699.743	8424.805	-31.828
13975.654	7764.21	62.77
14128.867	24225.172	85.624
14651.705	5834.574	39.088
14922.507	23297.635	20.706
15251.239	25460.529	36.792
15687.01	22703.281	37.225
16428.979	9554.912	126.175
16486.854	17266.568	356.125
16925.643	13749.999	371.534
17124.291	7033.186	-11.886
17944.969	15778.453	64.601
18763.434	18617.002	-28.868
18980.531	11429.287	-13.236
19274.25	6668.817	105.747
19514.58	27542.838	42.562
21208.803	26965.328	71.83
23749.109	24469.459	96.803
24158.445	10443.258	62.729
24614.299	14143.343	-11.755
24723.863	22125.564	19.69
25414.68	12474.95	13.172
25527.988	14654.398	48.657
25843.402	24657.516	-27.611
27424.971	19344.482	21.215
4197.513	20135.947	97.524
5703.211	18643.844	85.046
6241.512	13247.495	49.832
6507.815	10004.544	174.127
6613.203	4884.562	174.989
7056.525	13632.109	-14.936
7294.504	4101.278	96.88
7945.897	13955.345	52.482
9220.455	20176.027	-6.359
9489.797	17708.572	48.226
10120.306	3272.6	80.873
10291.596	8465.359	80.397
12504.022	4543.328	44.023
12881.166	13145.945	114.43
12927.749	8392.837	40.916
13498.32	3154.462	36.208
13748.213	9602.742	-37.118
13754.203	6540.561	85.109
14142.7	24269.395	150.613
14371.685	9224.568	33.815
14938.35	23308.037	32.426
16088.826	10817.268	45.007
16485.24	17262.592	220.712
16723.191	5757.527	27.799
16914.229	13773.937	333.239
17390.293	17892.371	37.753
17615.156	8858.626	112.716
19221.572	23417.609	30.225
20783.26	6075.757	121.982
20651.348	11943.702	88.728
20859.236	18717.338	101.439
21069.875	16891.957	211.355
21189.305	26801.953	12.262
21979.066	23579.59	2.9
22570.402	17363.338	1.837
22661.029	24416.166	21.217
23098.697	1017.163	368.704
23205.92	26777.586	36.459
23730.014	20964.258	69.489
23733.025	24460.412	8.235
24545.811	13375.117	-26.095
24739.236	22142.566	11.983
25116.742	21277.955	64.491
25857.092	24667.52	18.11
27150.48	19463.744	30.184
27388.422	21128.453	10.297
27593.828	20500.578	-14.006
5947.847	16173.931	32.462
6274.821	22816.799	471.116
6499.483	10005.163	98.414
6648.507	7814	34.025
6758.608	21898.154	54.932
7428.723	3458.356	25.229
8299.11	18750.736	91.209
9252.687	18806.074	73.428
9516.333	17714.252	30.592
9810.031	13804.431	49.62
9966.262	21311.666	-14.083
12046.989	2492.004	19.375
12515.967	4520.388	113.955
12916.778	10082.227	-33.649
13378.376	3112.992	18.94
13657.594	4568.262	58.323
13725.51	9595.094	-23.145
14218.256	9002.24	-38.406
15511.15	24973.166	40.565
15876.261	10535.076	64.752
17112.496	18602.961	25.474
17801.236	11138.301	54.317
19224.525	23395.369	416.462
19613.766	20106.604	41.535
19619.551	25948.771	-20.451
20295.941	13137.427	80.12
21170.811	8303.718	120.388
21661.197	18838.619	219.748
22126.311	7540.188	314.162
22565.826	14069.84	236.185
22663.994	24411.473	74.248
22917.002	23013.873	301.006
23278.262	11518.922	146.609
23451.904	16964.652	41.027
23837.24	11050.429	20.112
24406.883	24666.973	54.227
27206.365	15938.873	111.618
27666.107	20440.998	73.282
3967.5	23602.717	102.55
6240.285	20001.086	94.93
6763.554	21877.578	26.592
7295.135	15961.463	24.158
7816.157	18987.723	47.122
8872.048	7469.075	21.214
9062.757	8192.388	51.235
9260.621	18840.016	120.519
9779.168	2875.712	-13.307
10507.471	18030.678	122.729
12044.877	2368.763	437.709
12549.695	4942.881	-25.426
12546.802	25045.975	23.092
12818.121	2602.953	67.195
12968.797	26943.693	55.092
13644.723	4558.495	48.159
13895.627	16627.355	326.344
15004.395	5429.427	69.216
15508.161	24982.889	43.243
15742.862	13160.021	32.464
16327.462	6757.171	4.779
17889.211	7361.734	238.754
18378.18	24672.625	-30.364
18895.459	11400.795	100.047
19006.844	19557.086	1.934
19302.016	6600.67	60.58
19475.205	20256.762	15.166
20238.279	13113.27	92.008
20250.541	18293.381	14.353
20373.172	22063.525	92.469
20701.539	26780.979	88.398
21614.408	11707.32	650.534
22879.904	23092.408	22.277
23093.498	1030.197	-5.393
23419.121	15458.535	125.296
24168.035	11614.507	196.767
24421.082	18077.381	72.848
24392.99	24657.395	93.147
25431.717	24262.414	213.107
27075.447	17645.725	70.237
27711.344	20337.779	8.326
27806.404	17373.166	17.606
5375.779	8791.824	44.868
6255.021	13143.014	45.623
6292.98	20034.512	26.687
6671.301	23443.455	54.473
7171.364	20799.887	-22.269
7888.405	19215.656	-8.383
9971.174	12512.91	6.051
10071.285	9518.002	50.026
10159.862	8711.577	47.836
10291.869	5669.519	148.421
12154.549	14234.846	42.11
12356.707	18252.922	265.724
14633.396	10375.906	145.961
16322.535	6776.29	149.106
16821.324	16602.352	-48.681
17112.928	18627.816	51.639
17195.586	9313.85	356.365
17657.141	11852.902	25.577
17826.164	20958.174	41.024
18524.865	10164.846	-1.422
19162.58	15626.194	132.069
19224.062	23425.051	259.79
19528.35	9206.386	85.872
20369.477	8432.901	5.79
20259.293	10552.615	52.675
20375.01	22084.602	74.051
20695.961	12706.028	-27.089
21139.234	26809.496	-18.871
22649.84	10349.456	77.885
23226.617	11463.272	185.478
23068.42	17209.047	50.441
24430.529	18072.088	111.176
24399.596	24649.533	99.681
25188.211	15894.867	-8.706
25731.533	12822.222	99.631
25894.084	22939.195	76.98
27800.092	17386.891	16.038
30285.74	28015.285	3.177
5376.387	8779.02	69.509
5443.78	20626.559	149.4
6113.848	18687.137	114.613
6244.036	13147.188	0.65
6517.543	20670.721	-25.365
6702.873	8378.726	42.856
8641.094	5728.743	59.953
9528.045	3510.654	172.564
9862.04	11477.01	-40.193
9849.307	12557.629	-15.428
11434.587	12730.767	-29.804
11823.482	4538.885	4.651
12257.83	7889.197	594.235
13507.043	5974.119	18.55
14131.396	9094.361	84.525
14917.629	23451.008	44.718
14986.875	17758.787	39.266
15295.566	8954.958	72.869
15552.092	4303.902	298.996
16199.976	17346.943	259.815
16812.305	16577.699	9.388
17233.738	9601.151	84.692
17830.619	11109.133	49.578
18819.662	15346.423	4.019
20258.754	10849.644	104.996
20446.93	14249.274	171.209
20690.6	12708.318	0.819
20670.6	8072.641	33.706
21207.441	20563.336	11.564
21354.521	23597.719	23.838
21600.82	26480.75	153.237
21902.344	13481.924	-25.182
21705.781	17700.668	327.129
22428.746	11694.95	83.122
23667.762	14423.825	56.46
23790.689	24553.721	123.843
24448.078	24547.994	56.144
25191.768	25947.549	-18.574
27445.127	23264.668	41.563
27805.781	17403.098	64.932
30280.107	28027.893	-2.519
5649.687	20160.223	-6.984
6308.202	12103.798	63.139
6788.428	8362.04	30.808
7394.058	18980.16	123.905
7897.66	14205.009	63.953
9006.623	24188.348	58.443
9531.619	3506.147	180.028
9853.947	12562.234	-25.684
10208.792	6769.328	-28.099
10533.72	14778.247	-22.176
11165.129	18872.121	58.801
13018.231	20044.658	179.94
14053.068	24369.701	61.761
14426.998	27099.148	29.632
15322.167	4421.023	34.08
15696.109	16794.189	38.965
17236.258	9702.032	65.468
17688.326	16701.744	54.922
18271.98	10126.646	83.459
19813.465	15832.621	102.577
20245.889	10879.319	120.801
21345.145	23579.869	-26.232
22095.871	9268.597	16.705
22436.598	11702.307	155.437
22813.869	18255.992	-15.898
23628.141	26572.871	253.132
23766.113	24443.154	313.72
24894.348	16425.785	176.197
25017.004	19035.184	129.396
25860.674	20999.537	20.005
2054.112	6244.436	49.278
5362.93	8783.113	692.46
5626.294	20163.699	14.649
6117.167	10216.022	13.857
6649.028	6426.315	19.979
7238.846	16804.506	-11.649
7226.793	5580.714	78.599
7395.914	18990.791	-0.155
8360.873	15968.198	207.259
8879.749	7480.771	49.219
9855.318	12561.219	-9.667
11022.122	2519.38	85.337
11997.547	6057.038	49.257
12525.551	11220.352	72.491
13753.322	26305.621	194.543
14076.512	24364.352	50.706
14656.23	22250.6	125.594
14934.488	7132.586	18.287
14990.252	25582.441	30.952
15693.448	16801.674	18.285
15556.478	22413.053	-37.474
15607.22	25006.688	-9.628
16646.018	6888.607	74.119
19516.598	6896.679	73.643
19533.439	20085.371	-27.805
19700.195	18542.297	14.773
19822.654	25547.568	44.843
20075.549	14575.463	159.674
20263.465	10837.297	337.654
21382.254	7141.446	428.734
22358.281	22488.75	116.425
22817.629	16076.952	-48.318
23613.797	15324.396	49.457
23603.543	26474.021	62.792
23800.088	24519.439	105.546
24342.137	24225.52	112.628
24729.867	14465.453	45.18
25973.334	13480.043	6.026
26724.354	23869.584	195.942
26949.043	13987.903	199.54
4085.256	11606.984	63.392
5363.649	8784.69	424.781
6166.487	19981.873	2.16
6647.271	6421.301	-0.978
6803.003	4910.812	36.693
6990.507	16724.719	40.026
7038.754	19506.91	14.622
8219.747	11783.265	63.922
8256.405	23456.109	5.621
8989.103	15306.243	-10.744
9645.811	22391.971	5.177
10827.862	8652.542	17.259
10933.588	25314.1	62.757
11382.746	22453.383	-10.998
11989.864	6057.151	96.832
12442.493	8546.321	15.742
13690.729	20115.256	14.812
13753.882	26301.422	46.986
14492.988	18031.635	9.33
15159.419	11381.366	28.071
15198.709	21966.117	233.95
15546.499	24957.059	42.018
16037.571	10889.258	144.346
16268.674	23801.57	-32.208
16636.127	28009.062	113.576
16933.268	7009.688	27.357
17415.768	13363.572	84.631
17505.492	7805.935	10.525
17919.188	16589.438	16.93
18375.352	24675.064	-23.441
18879.086	17135.434	22.53
18945.889	22201.672	30.987
19722.395	23904.23	113.855
20061.037	14554.51	98.958
20286.129	25768.867	-1.475
21362.229	7099.461	583.381
21354.301	9030.297	93.725
21754.01	17774.18	123.853
22366.811	22483.084	131.707
22862.256	25185.584	12.659
24377.082	21537.973	56.059
24627.502	14403.745	48.026
26424.635	14587.201	88.388
28710.453	19988.906	77.383
5367.534	8787.354	120.436
5692.264	20143.795	8.156
6636.48	3815.176	74.806
6641.211	6424.007	9.296
7249.976	16098.879	152.086
8183.762	4047.505	73.147
8681.784	5762.809	42.902
9604.216	22434.91	346.341
10370.878	13403.271	38.781
10331.109	16809	125.581
10583.089	18084.332	72.171
11285.348	18736.887	-15.919
11384.094	22459.771	26.686
11600.827	3294.045	77.948
11931.372	6053.07	126.991
12713.132	8430.366	181.28
13979.761	7754.404	62.436
14079.195	17712.744	28.46
14537.879	25991.027	36.651
14489.778	27107.668	133.126
15201.145	21966.924	80.327
16092.31	26312.559	32.119
16200.699	18176.586	15.372
16554.148	15878.666	19.891
16662.613	25122.986	21.304
16821.541	6975.037	60.565
17382.16	17823.066	24.809
17760.496	7208.65	126.6
17774.451	22001.611	57.144
17954.898	16546.512	400.021
18794.109	8677.221	82.587
18700.355	25793.76	2.636
19696.818	20111.836	83.371
19723.74	23898.342	96.156
21296.764	26751.018	49.596
22067.434	13461.4	53.775
23169.896	11405.397	107.784
23909.305	18980.256	2.859
23924.211	12857.267	77.983
24277.156	11569.033	102.668
24373.646	21540.088	36.27
24721.678	22168.486	-27.515
26143.861	14597.836	81.559
26289.955	21770.818	65.942
5371.518	8792.752	69.846
5366.938	16399.736	19.58
5702.581	20145.178	-48.398
5836.496	3421.068	48.425
6652.508	3786.015	93.222
6539.921	17121.949	50.835
7152.948	14953.994	76.022
9505.647	20282.312	-0.203
10557.024	18101.732	584.95
11398.472	22459.916	20.24
11852.619	18346.99	-0.549
12016.038	14503.053	88.095
12632.528	4318.468	88.388
12711.308	17712.906	19.411
12594.111	23577.748	97.373
13971.961	19615.311	76.507
14072.122	17710.455	32.107
15083.1	17726.57	-23.44
16335.748	23825.82	9.418
16462.383	27238.871	263.857
16786.131	14182.352	125.239
16875.502	18773.248	65.694
16993.131	8243.573	61.371
17323.77	13323.327	81.721
17676.818	16691.156	57.152
17771.652	22001.479	39.506
18092.58	7521.01	77.564
19334.082	18945.287	26.612
19531.406	9229.772	187.799
19577.861	10619.272	4.095
20645.736	25254.486	-14.343
21425.59	7237.752	-8.016
21282.924	26759.016	-31.312
21964.039	13393.19	-19.42
22508.551	9338.048	43.077
23104.445	1024.032	29.466
23689.141	26515.996	19.242
23998.914	24370.432	24.195
24290.744	23683.432	35.149
24426.863	26044.129	15.358
25251.914	25490.738	135.112
25939.084	20890.635	47.451
26075.562	19332.797	72.903
26289.266	21763.492	112.032
5214.312	12740.916	27.246
5373.59	8795.422	53.139
6512.376	6795.572	64.783
6701.684	14653.998	12.734
7190.869	16026.176	23.91
8275.169	18795.369	-23.328
10226.078	5645.822	15.744
10478.463	2689.754	-11.134
11401.562	22451.527	6.457
12049.515	2328.201	709.842
12621.731	4321.171	32.984
12654.589	18129.707	146.121
12602.196	23635.947	28.906
13696.536	16538.418	141.503
14055.022	9102.535	6.711
14262.589	9887.634	81.22
15084.704	17720.42	-25.171
15219.266	4178.248	102.146
16062.146	23680.729	39.154
16681.408	10228.89	-30.521
17071.176	5375.467	110.16
17231.193	10623.893	-0.382
17228.08	23286.523	118.983
17545.703	25795.195	7.051
17757.82	21995.68	74.443
18071.41	7539.546	-10.733
18766.957	14908.269	52.986
18938.238	26925.471	122.532
19056.225	8006.15	83.884
19634.791	6814.909	80.159
19608.545	22731.926	30.946
20717.961	25265.055	52.801
21211.189	20581.631	3.338
21759.441	9586.783	179.921
23696.771	26502.057	7.605
24059.938	11493.305	99.937
24682.412	16622.422	1.999
27145.682	15956.194	146.722
27813.402	17375.297	135.292
5242.277	14101.266	30.295
5177.766	17789.021	-6.651
5372.474	8797.135	51.9
7022.013	16740.416	34.301
7377.144	8377.079	29.667
8274.7	23879.035	4.767
8892.686	15439.026	70.94
9489.501	20330.146	133.919
9866.285	4385.79	9.742
9943.475	7001.91	25.505
10489.333	8582.626	39.72
10924.672	6073.874	17.087
11397.626	22461.537	21.951
12783.393	17741.508	121.157
13258.013	27550.023	152.816
14643.983	5742.771	133.588
14599.268	22694.033	-39.553
14876.631	4164.102	171.749
17631.197	23447.674	517.618
18261.844	25617.242	81.959
18795.457	15324.265	-7.568
18598.428	28075.729	127.558
18833.186	12799.814	-6.167
18806.531	21962.57	202.177
19223.225	23433.094	47.037
19382.236	6974.972	3.205
20472.791	22607.082	140.105
20656.471	27052.918	-18.597
20819.74	7735.174	15.183
21406.629	20358.447	156.772
21643.598	11542.879	-23.37
23887.531	19083.889	44.608
27799.395	17371.92	22.978
4135.706	11115.391	68.529
5266.188	14092.716	-4.762
5371.901	8789.861	37.181
6874.331	9236.581	26.749
7137.47	16890.607	1.892
7109.997	21909.467	-39.545
7281.1	11313.238	26.758
7281.911	14764.163	-13.563
7322.175	20716.578	-8.343
8095.083	4099.08	21.09
8429.802	23632.844	0.567
8611.259	18400.656	-7.808
9931.675	7008.952	64.896
10050.996	11668.471	404.604
10868.399	4321.447	67.739
11409.417	17173.152	76.021
12881.312	17779.316	89.646
13258.362	27559.979	88.587
13418.917	16461.713	122.369
15026.224	17784.086	57.08
15221.722	4158.742	82.708
16028.244	5827.869	-35.715
17401.926	13415.597	76.201
17928.244	16597.682	-23.869
18363.826	14436.182	57.616
18868.416	26989.604	30.669
19217.963	23412.729	-3.147
19389.086	6985.668	30.118
19578.457	19094.67	52.267
19766.371	15854.021	-36.424
19839.285	24246.893	49.744
20347.711	11349.404	47.303
20491.029	22543.969	-13.984
21385.508	7280.345	152.151
21763.793	9607.651	-8.46
22505.539	16210.766	67.759
22895.488	13389.059	20.15
23556.547	16288.696	43.295
23882.693	19093.406	-1.167
24382.91	21558.123	51.576
24935.455	16502.09	245.689
25191.178	25887.891	16.666
26151.773	14250.582	75.045
26413.59	22721.912	-44.14
5372.068	8786.82	33.041
5651.265	13920.316	101.263
5900.165	11932.166	52.5
6003.469	7555.102	13.42
7170.031	16893.84	-7.023
7110.549	21902.422	-46.689
7959.783	4986.93	117.955
8159.309	21575.996	-3.317
8833.411	9333.659	62.593
8855.8	12830.59	-4.574
9038.577	3673.251	58.802
9546.102	22496.498	16.264
10798.384	2728.946	8.955
11097.267	10463.228	87.009
11558.379	23216.836	212.139
12209.35	19181.262	58.93
12323.502	12478.413	169.92
13816.081	27667.053	91.517
14651.376	5529.3	151.276
15040.795	17777.143	22.267
15919.276	6370.872	77.745
16084.388	10876.593	62.454
17144.76	5261.986	163.067
17215.477	23360.646	212.584
17780.568	20023.746	17.024
18277.188	14514.479	58.066
18877.963	26974.189	89.554
18874.021	24471.059	110.708
20248.617	13137.302	77.712
20654.531	27110.916	-7.106
22949.664	18357.963	31.697
23982.15	12882.877	135.713
24294.123	24271.348	-6.907
24897.732	22078.484	1.036
25592.336	21063.369	36.654
26214.799	18318.516	79.925
26097.488	19590.758	36.289
26374.205	14507.382	55.277
26443.404	15768.333	40.151
2039.348	24201.297	67.646
5242.779	17886.727	30.258
5381.391	8781.548	20.545
5657.823	14011.468	121.726
6256.758	10809.574	14.723
7255.592	4137.909	52.89
7190.812	15017.693	133.802
8159.934	11723.617	168.415
8459.899	8609.084	132.072
8915.129	15324.995	78.11
8992.484	24183.438	10.293
9103.776	12431.457	-10.841
9549.812	22495.459	35.372
9720.323	5069.077	54.827
11065.567	10467.756	85.412
11573.258	23218.346	228.195
12079.402	2968.771	54.362
12570.49	11212.456	50.21
12464.347	16925.604	193.849
12380.187	20418.684	120.773
16312.288	6731.39	165.605
16436.545	17349.861	-33.631
17184.234	5817.568	63.482
17741.656	22056.105	140.209
17848.99	27781.734	9.304
18231.035	14539.678	37.838
18101.775	19808.018	29.309
18298.307	25723.77	-15.764
18625.781	11328.165	201.118
18846.594	12841.658	54.935
19004.779	15158.262	74.221
19244.332	23399.355	26.148
20671.404	8090.883	43.236
21644.699	21638.133	82.022
22788.596	25191.854	34.347
22945.543	18306.75	-7.424
23200.311	11545.243	28.463
23527.768	23004.609	32.821
25294.369	13012.477	73.19
25326.33	19898.941	133.311
25563.572	21092.975	217.466
26230.619	18312.365	71.371
26560.891	18978.186	114.847
26784.584	23266.869	8.791
27705.705	16028.597	10.29
27738.037	17195.389	105.554
29232.41	20145.096	85.896
4542.532	14725.609	39.489
5245.006	17882.373	5.135
5372.388	8778.254	66.272
6101.527	20531.252	79.75
7156.649	22725.672	4.411
7312.458	3378.178	359.544
